EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TrainingTimesLastYear,Attrition
617,37,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,1553.0,3,2,1.0,No,3,4.0,1,1,6,No
618,32,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,5660.0,3,2,1.0,No,3,4.0,3,3,2,Yes
619,44,Female,Research & Development,Research Director,Marketing,Single,Travel_Frequently,10334.0,4,2,17.0,No,4,4.0,3,3,0,No
620,32,Male,Sales,Manager,Other,Married,Travel_Rarely,4667.0,3,2,30.0,No,3,3.0,3,1,0,No
621,37,Female,Sales,Sales Executive,Medical,Married,Travel_Frequently,1000.0,0,0,17.0,No,3,3.0,2,0,3,No
622,48,Female,Sales,Sales Representative,Other,Single,Travel_Rarely,6047.0,3,2,10.0,Yes,4,1.0,4,2,2,No
623,51,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,8612.0,3,1,30.0,No,4,1.0,3,1,1,Yes
624,20,Female,Research & Development,Laboratory Technician,Human Resources,Single,Non-Travel,1000.0,2,1,13.0,No,4,3.0,3,3,3,No
625,45,Male,Human Resources,HR Manager,Technical Degree,Single,Travel_Rarely,1013.0,3,2,10.0,No,4,4.0,3,1,5,Yes
626,43,Female,Research & Development,Manufacturing Director,Marketing,Divorced,Travel_Rarely,8762.0,0,0,12.0,Yes,3,3.0,2,0,4,No
627,32,Male,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,10065.0,0,0,4.0,No,2,3.0,3,1,7,No
628,30,Male,Sales,Manager,Life Sciences,Single,Travel_Rarely,7162.0,7,4,1.0,Yes,3,4.0,3,3,5,No
629,37,Female,Sales,Sales Executive,Other,Married,Travel_Rarely,4547.0,0,0,18.0,Yes,4,4.0,3,3,2,No
630,36,Male,Human Resources,Human Resources,Other,Married,Travel_Rarely,4579.0,17,9,3.0,Yes,1,3.0,3,3,4,No
631,44,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,9374.0,18,8,1.0,Yes,3,1.0,3,0,1,No
632,38,Female,Sales,Sales Representative,Life Sciences,Divorced,Travel_Rarely,7306.0,2,1,4.0,No,3,3.0,4,0,1,No
633,45,Female,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,5467.0,1,0,19.0,No,1,3.0,3,2,5,Yes
634,24,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,11588.0,6,4,2.0,No,4,2.0,3,3,7,No
635,48,Male,Sales,Sales Representative,Marketing,Single,Travel_Rarely,2726.0,1,0,3.0,No,4,3.0,3,1,1,No
636,46,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Non-Travel,5686.0,0,0,5.0,No,4,3.0,3,1,2,No
637,43,Male,Research & Development,Research Director,Marketing,Married,Travel_Rarely,15565.0,0,0,14.0,Yes,3,1.0,4,0,4,Yes
638,28,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,5172.0,5,3,3.0,No,2,4.0,3,2,4,No
639,39,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,8326.0,0,0,5.0,No,3,2.0,4,2,1,No
640,37,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,5339.0,7,2,4.0,Yes,4,2.0,3,2,4,Yes
641,53,Male,Research & Development,Laboratory Technician,Human Resources,Married,Non-Travel,12406.0,2,1,8.0,No,2,3.0,3,6,2,Yes
642,29,Male,Human Resources,Human Resources,Life Sciences,Married,Travel_Frequently,8142.0,0,0,6.0,Yes,4,3.0,2,3,1,Yes
643,39,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Frequently,10757.0,2,1,16.0,No,2,2.0,3,3,0,Yes
644,23,Female,Human Resources,Human Resources,Life Sciences,Married,Travel_Rarely,6647.0,3,2,4.0,No,4,4.0,3,6,5,Yes
645,36,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,9415.0,12,5,1.0,No,4,3.0,3,0,2,No
646,18,Female,Research & Development,Research Director,Human Resources,Married,Travel_Rarely,3699.0,0,0,3.0,Yes,2,2.0,3,1,6,Yes
647,31,Male,Research & Development,Manufacturing Director,Other,Single,Travel_Rarely,2335.0,1,0,12.0,No,3,4.0,3,4,6,Yes
648,28,Male,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,6009.0,2,0,4.0,No,4,3.0,3,0,2,No
649,33,Female,Research & Development,Research Director,Other,Single,Travel_Rarely,8982.0,1,0,6.0,Yes,3,4.0,3,2,2,No
650,40,Male,Research & Development,Research Director,Other,Married,Non-Travel,1000.0,0,0,2.0,No,2,3.0,3,3,2,Yes
651,37,Male,Sales,Manager,Other,Divorced,Travel_Frequently,3310.0,4,2,1.0,No,4,4.0,3,2,1,No
652,26,Female,Research & Development,Research Director,Marketing,Divorced,Travel_Rarely,8360.0,7,3,7.0,No,4,4.0,3,4,3,No
653,37,Male,Research & Development,Laboratory Technician,Other,Divorced,Travel_Rarely,4982.0,3,1,9.0,No,2,2.0,4,4,5,No
654,52,Female,Research & Development,Manufacturing Director,Marketing,Divorced,Travel_Rarely,7092.0,4,1,1.0,Yes,2,3.0,3,1,4,No
655,37,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,6119.0,0,0,2.0,No,3,3.0,3,1,6,Yes
656,35,Male,Research & Development,Research Scientist,Marketing,Married,Travel_Rarely,2848.0,2,1,16.0,No,1,4.0,3,2,2,No
657,27,Female,Research & Development,Research Scientist,Human Resources,Divorced,Travel_Rarely,9002.0,9,8,2.0,No,1,4.0,3,0,1,No
658,39,Male,Human Resources,HR Manager,Life Sciences,Single,Travel_Frequently,3201.0,2,0,8.0,No,3,3.0,3,3,1,No
659,27,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,8458.0,7,5,18.0,Yes,2,4.0,3,1,2,Yes
660,33,Female,Human Resources,Human Resources,Human Resources,Married,Travel_Frequently,7306.0,1,0,19.0,Yes,4,2.0,2,1,9,Yes
661,19,Male,Research & Development,Manufacturing Director,Marketing,Single,Travel_Rarely,1576.0,1,0,9.0,No,4,2.0,2,4,6,Yes
662,20,Male,Sales,Manager,Other,Married,Travel_Rarely,7248.0,1,0,1.0,No,4,1.0,3,5,2,Yes
663,27,Female,Research & Development,Research Scientist,Other,Married,Travel_Frequently,7306.0,9,4,16.0,No,4,2.0,3,1,6,Yes
664,49,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,6869.0,12,9,4.0,Yes,4,4.0,3,1,5,No
665,35,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Frequently,8017.0,0,0,10.0,No,3,3.0,4,4,2,No
666,32,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,1000.0,14,7,8.0,No,4,4.0,3,1,4,No
667,25,Female,Human Resources,HR Manager,Marketing,Single,Travel_Rarely,2608.0,3,1,6.0,Yes,2,3.0,2,2,2,Yes
668,47,Female,Human Resources,Human Resources,Technical Degree,Single,Travel_Rarely,1740.0,1,0,5.0,No,4,1.0,3,2,0,Yes
669,29,Male,Research & Development,Manufacturing Director,Human Resources,Single,Travel_Rarely,13925.0,0,0,1.0,No,4,3.0,3,3,5,No
670,40,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,10384.0,2,1,20.0,Yes,4,3.0,4,5,3,Yes
671,45,Male,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,11755.0,0,0,1.0,No,2,3.0,3,2,5,No
672,40,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,7667.0,4,2,1.0,No,2,3.0,4,3,1,No
673,33,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,1000.0,1,0,3.0,No,2,4.0,3,2,0,Yes
674,41,Female,Human Resources,Human Resources,Technical Degree,Married,Travel_Rarely,11905.0,11,8,10.0,No,1,3.0,3,0,1,No
675,50,Male,Sales,Sales Representative,Human Resources,Married,Travel_Frequently,10055.0,6,5,15.0,Yes,2,3.0,3,2,3,Yes
676,45,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,9110.0,7,3,5.0,Yes,2,3.0,4,2,0,No
677,38,Male,Research & Development,Research Scientist,Other,Married,Travel_Rarely,10662.0,0,0,9.0,No,3,1.0,3,2,4,No
678,25,Female,Research & Development,Research Scientist,Other,Single,Travel_Rarely,8995.0,0,0,5.0,No,1,1.0,3,6,2,Yes
679,46,Male,Research & Development,Manufacturing Director,Human Resources,Married,Non-Travel,7306.0,1,0,6.0,No,4,3.0,3,2,2,No
680,45,Male,Sales,Sales Representative,Life Sciences,Divorced,Travel_Frequently,10946.0,0,0,1.0,No,4,2.0,3,4,6,No
681,19,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,1000.0,1,0,10.0,No,2,3.0,4,2,4,No
682,33,Male,Sales,Sales Executive,Technical Degree,Divorced,Travel_Rarely,2252.0,3,2,7.0,No,2,3.0,2,3,0,Yes
683,50,Female,Research & Development,Research Director,Marketing,Married,Travel_Rarely,4436.0,8,5,1.0,No,1,3.0,3,4,4,No
684,45,Male,Sales,Sales Executive,Medical,Single,Travel_Rarely,15117.0,7,3,8.0,No,3,3.0,2,1,2,No
685,43,Male,Sales,Manager,Technical Degree,Married,Travel_Rarely,6430.0,1,0,12.0,No,3,1.0,3,3,4,No
686,32,Female,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,1000.0,4,2,1.0,No,4,2.0,3,4,3,Yes
687,31,Male,Human Resources,HR Manager,Life Sciences,Married,Travel_Frequently,5298.0,0,0,2.0,No,1,2.0,3,3,1,Yes
688,39,Male,Sales,Manager,Marketing,Divorced,Travel_Rarely,4386.0,1,0,8.0,No,2,2.0,3,3,2,No
689,23,Female,Research & Development,Research Scientist,Marketing,Single,Travel_Rarely,14444.0,2,0,1.0,No,4,2.0,2,0,6,No
690,40,Male,Sales,Manager,Human Resources,Married,Travel_Rarely,11981.0,7,2,1.0,No,3,2.0,3,4,1,No
691,39,Female,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,1000.0,4,2,4.0,Yes,3,2.0,2,4,2,No
692,35,Female,Sales,Sales Representative,Medical,Married,Travel_Rarely,10219.0,0,0,3.0,No,4,3.0,3,3,2,Yes
693,52,Female,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,7053.0,6,3,1.0,No,3,2.0,4,3,0,No
694,21,Male,Sales,Sales Executive,Life Sciences,Married,Non-Travel,9534.0,0,0,1.0,No,3,3.0,3,2,2,No
695,46,Male,Sales,Sales Executive,Human Resources,Single,Travel_Rarely,1000.0,6,4,9.0,No,1,2.0,3,1,2,Yes
696,31,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Frequently,12504.0,1,0,4.0,No,2,2.0,3,2,0,No
697,44,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,9428.0,11,8,5.0,No,4,2.0,3,4,1,No
698,32,Female,Human Resources,HR Manager,Other,Divorced,Travel_Rarely,8500.0,14,6,5.0,Yes,3,3.0,2,3,7,No
699,35,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,5493.0,10,8,13.0,No,3,2.0,2,2,1,No
700,49,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Frequently,10129.0,9,7,3.0,No,3,1.0,3,1,1,No
701,41,Female,Sales,Manager,Other,Married,Travel_Rarely,8265.0,10,9,1.0,Yes,1,3.0,2,2,7,No
702,37,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,2913.0,4,2,1.0,No,2,3.0,3,5,3,No
703,35,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,8244.0,6,4,6.0,No,2,2.0,3,3,2,No
704,41,Female,Human Resources,HR Manager,Marketing,Divorced,Travel_Rarely,7306.0,0,0,20.0,No,2,3.0,2,4,1,Yes
705,27,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3463.0,1,0,6.0,No,4,4.0,3,2,4,Yes
706,42,Female,Human Resources,Human Resources,Marketing,Married,Travel_Rarely,8576.0,7,4,1.0,No,3,4.0,3,1,2,No
707,28,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,7866.0,3,2,5.0,No,3,2.0,3,2,6,No
708,47,Female,Research & Development,Laboratory Technician,Human Resources,Single,Non-Travel,11766.0,20,11,1.0,No,2,3.0,3,3,0,No
709,46,Female,Research & Development,Research Director,Human Resources,Divorced,Travel_Frequently,12581.0,2,1,6.0,Yes,4,4.0,3,4,7,No
710,41,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,6052.0,9,4,3.0,Yes,4,3.0,3,3,3,Yes
711,24,Female,Sales,Sales Representative,Marketing,Married,Travel_Rarely,10444.0,0,0,1.0,No,4,2.0,3,5,0,No
712,39,Male,Human Resources,HR Manager,Life Sciences,Single,Travel_Rarely,8212.0,2,0,1.0,No,3,3.0,4,2,0,No
713,35,Male,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,9376.0,1,0,12.0,No,1,3.0,3,4,0,Yes
714,38,Male,Sales,Sales Executive,Other,Married,Travel_Rarely,7134.0,1,0,1.0,No,1,3.0,3,2,2,No
715,35,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,9689.0,2,1,1.0,No,2,4.0,3,2,1,No
716,32,Female,Human Resources,Human Resources,Human Resources,Single,Travel_Rarely,12399.0,6,5,5.0,No,1,4.0,3,0,5,No
717,32,Male,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,6235.0,3,2,3.0,Yes,1,3.0,2,3,2,No
718,21,Male,Sales,Manager,Marketing,Married,Travel_Frequently,11386.0,2,1,16.0,No,3,4.0,3,1,2,No
719,36,Male,Research & Development,Laboratory Technician,Human Resources,Married,Travel_Rarely,4954.0,2,1,27.0,No,4,2.0,2,1,1,No
720,44,Male,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,12089.0,2,0,3.0,No,3,2.0,2,5,3,No
721,30,Male,Research & Development,Research Director,Human Resources,Married,Travel_Rarely,9427.0,12,9,7.0,No,2,3.0,3,4,6,Yes
722,35,Male,Research & Development,Manufacturing Director,Other,Single,Travel_Rarely,8710.0,5,3,13.0,No,1,3.0,3,6,1,Yes
723,37,Female,Research & Development,Manufacturing Director,Marketing,Single,Travel_Rarely,5023.0,5,3,8.0,No,3,4.0,2,1,4,No
724,32,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,1574.0,1,0,1.0,Yes,3,4.0,3,2,2,Yes
725,60,Male,Sales,Manager,Other,Divorced,Travel_Rarely,4834.0,3,2,6.0,Yes,1,3.0,3,1,2,No
726,46,Female,Research & Development,Research Scientist,Marketing,Single,Travel_Frequently,7622.0,1,0,2.0,No,4,3.0,3,2,3,No
727,48,Male,Sales,Manager,Human Resources,Single,Travel_Rarely,5307.0,3,2,7.0,No,4,3.0,3,3,4,No
728,27,Female,Research & Development,Laboratory Technician,Marketing,Single,Travel_Frequently,7382.0,1,0,1.0,Yes,1,4.0,3,1,2,Yes
729,44,Male,Research & Development,Research Scientist,Technical Degree,Divorced,Travel_Rarely,9483.0,5,2,20.0,No,2,3.0,3,2,4,Yes
730,23,Female,Sales,Manager,Human Resources,Divorced,Travel_Rarely,5869.0,1,0,1.0,No,3,4.0,3,1,2,No
731,26,Male,Sales,Sales Representative,Marketing,Married,Travel_Rarely,6519.0,1,0,1.0,No,3,3.0,3,3,4,No
732,41,Male,Research & Development,Laboratory Technician,Medical,Single,Travel_Rarely,6488.0,2,1,9.0,Yes,3,2.0,3,2,2,Yes
733,37,Female,Sales,Sales Representative,Life Sciences,Married,Travel_Rarely,10611.0,6,5,12.0,No,4,3.0,4,1,5,No
734,36,Female,Sales,Sales Representative,Human Resources,Divorced,Travel_Frequently,8605.0,0,0,11.0,Yes,4,2.0,4,4,2,Yes
735,42,Female,Research & Development,Research Director,Medical,Single,Travel_Rarely,6803.0,1,0,9.0,No,3,4.0,2,2,5,No
736,39,Male,Human Resources,Human Resources,Technical Degree,Married,Non-Travel,13147.0,13,11,1.0,No,4,4.0,4,4,7,No
737,47,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,1000.0,1,0,2.0,No,4,1.0,3,1,1,No
738,39,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,7594.0,3,2,5.0,No,4,2.0,2,1,3,No
739,42,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,6219.0,0,0,7.0,No,3,4.0,3,4,3,No
740,27,Male,Research & Development,Research Director,Medical,Single,Travel_Rarely,9646.0,4,2,28.0,Yes,1,3.0,3,0,3,Yes
741,27,Male,Research & Development,Laboratory Technician,Technical Degree,Divorced,Travel_Rarely,7306.0,9,8,1.0,No,3,1.0,3,3,4,No
742,29,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,7583.0,11,7,7.0,No,3,3.0,4,3,1,No
743,44,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,5740.0,7,2,2.0,No,4,4.0,3,1,3,No
744,32,Female,Sales,Sales Representative,Technical Degree,Married,Travel_Frequently,16404.0,2,1,1.0,No,3,1.0,3,1,1,No
745,41,Male,Research & Development,Research Director,Human Resources,Married,Travel_Frequently,9450.0,2,1,6.0,No,3,1.0,4,4,2,No
746,36,Female,Human Resources,HR Manager,Medical,Divorced,Travel_Rarely,14885.0,4,1,1.0,Yes,2,2.0,3,1,0,Yes
747,28,Female,Human Resources,Human Resources,Life Sciences,Single,Travel_Frequently,9462.0,0,0,1.0,Yes,4,2.0,4,3,4,Yes
748,45,Male,Sales,Sales Executive,Other,Single,Travel_Rarely,12485.0,15,10,8.0,No,4,3.0,3,1,5,No
749,44,Female,Research & Development,Laboratory Technician,Human Resources,Divorced,Travel_Rarely,8743.0,11,10,8.0,No,4,2.0,3,1,1,No
750,31,Female,Research & Development,Manufacturing Director,Other,Single,Non-Travel,14122.0,1,0,5.0,No,4,1.0,3,2,2,No
751,20,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,2072.0,0,0,5.0,No,4,4.0,3,2,2,Yes
752,40,Male,Sales,Sales Representative,Human Resources,Single,Travel_Rarely,6772.0,0,0,12.0,No,1,3.0,3,4,3,No
753,42,Male,Sales,Manager,Human Resources,Single,Travel_Rarely,10756.0,16,6,7.0,No,2,3.0,3,0,6,No
754,47,Female,Research & Development,Research Director,Other,Married,Travel_Rarely,8109.0,4,2,1.0,No,2,4.0,3,2,2,No
755,35,Male,Research & Development,Laboratory Technician,Other,Divorced,Non-Travel,1078.0,1,0,2.0,Yes,4,2.0,3,4,0,Yes
756,27,Female,Research & Development,Research Director,Technical Degree,Married,Travel_Rarely,13339.0,4,2,7.0,Yes,4,2.0,1,1,6,Yes
757,32,Male,Human Resources,Human Resources,Marketing,Single,Travel_Rarely,4056.0,0,0,5.0,No,2,3.0,3,3,3,Yes
758,18,Female,Research & Development,Research Scientist,Human Resources,Divorced,Travel_Rarely,5968.0,0,0,1.0,Yes,1,3.0,3,2,3,Yes
759,40,Female,Sales,Sales Representative,Technical Degree,Divorced,Travel_Rarely,4584.0,1,0,1.0,No,2,3.0,2,1,2,Yes
760,30,Male,Research & Development,Research Director,Technical Degree,Divorced,Travel_Rarely,6490.0,0,0,4.0,No,3,3.0,3,1,3,No
761,26,Male,Research & Development,Manufacturing Director,Technical Degree,Married,Travel_Rarely,7449.0,6,2,11.0,No,2,4.0,4,5,4,Yes
762,34,Male,Research & Development,Manufacturing Director,Marketing,Divorced,Travel_Rarely,4675.0,3,2,3.0,Yes,3,2.0,3,1,3,Yes
763,44,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,6220.0,5,2,7.0,No,4,2.0,4,2,3,No
764,48,Female,Research & Development,Manufacturing Director,Human Resources,Married,Travel_Rarely,8280.0,10,8,13.0,Yes,3,3.0,3,1,2,No
765,34,Male,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,3827.0,6,2,3.0,No,4,2.0,3,5,5,No
766,31,Female,Research & Development,Laboratory Technician,Other,Divorced,Travel_Rarely,7285.0,1,0,3.0,No,3,3.0,3,0,1,No
767,42,Male,Sales,Manager,Marketing,Divorced,Travel_Frequently,9140.0,11,3,7.0,Yes,1,3.0,2,4,4,No
768,43,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,10007.0,1,0,14.0,No,2,3.0,2,1,1,No
769,29,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,11758.0,2,1,24.0,Yes,1,3.0,4,4,5,No
770,18,Male,Sales,Sales Executive,Other,Married,Non-Travel,7589.0,0,0,15.0,Yes,4,2.0,4,1,4,No
771,37,Female,Sales,Sales Executive,Medical,Divorced,Travel_Frequently,3160.0,3,1,6.0,Yes,4,3.0,2,3,4,Yes
772,28,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,4462.0,10,5,1.0,No,1,3.0,3,2,5,Yes
773,28,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,2147.0,2,1,2.0,No,4,2.0,3,4,4,Yes
774,43,Female,Sales,Sales Representative,Marketing,Single,Travel_Rarely,10118.0,1,0,18.0,No,4,3.0,3,4,3,No
775,36,Male,Research & Development,Research Director,Marketing,Single,Travel_Rarely,14075.0,15,6,5.0,Yes,1,3.0,3,3,4,Yes
776,36,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,2488.0,9,3,28.0,Yes,2,2.0,3,3,2,Yes
777,43,Female,Sales,Sales Representative,Medical,Married,Travel_Rarely,1278.0,0,0,7.0,No,2,4.0,3,2,2,Yes
778,23,Male,Sales,Sales Representative,Medical,Divorced,Travel_Rarely,5100.0,0,0,12.0,No,4,1.0,4,3,5,Yes
779,43,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,6755.0,0,0,1.0,No,1,1.0,3,2,5,No
780,27,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,8835.0,3,1,5.0,No,4,3.0,3,3,2,No
781,35,Male,Sales,Sales Executive,Life Sciences,Divorced,Travel_Rarely,9148.0,2,1,4.0,Yes,1,3.0,4,1,4,Yes
782,35,Male,Sales,Sales Representative,Life Sciences,Divorced,Travel_Frequently,5959.0,9,7,5.0,No,1,4.0,3,5,3,No
783,35,Male,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,5871.0,10,8,3.0,No,1,4.0,3,0,4,Yes
784,39,Male,Sales,Sales Executive,Life Sciences,Divorced,Non-Travel,12614.0,1,0,1.0,No,4,3.0,2,3,3,No
785,30,Female,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,5046.0,4,2,5.0,Yes,3,4.0,3,2,4,Yes
786,21,Female,Research & Development,Research Scientist,Technical Degree,Divorced,Travel_Frequently,6312.0,3,2,9.0,No,3,3.0,3,4,7,Yes
787,38,Male,Sales,Sales Representative,Other,Married,Travel_Rarely,9876.0,3,1,14.0,No,1,2.0,3,2,1,No
788,51,Male,Research & Development,Research Scientist,Human Resources,Divorced,Travel_Rarely,5946.0,11,4,2.0,No,4,3.0,3,3,4,No
789,31,Male,Research & Development,Research Director,Marketing,Single,Non-Travel,1000.0,1,0,5.0,Yes,4,3.0,4,4,0,Yes
790,45,Male,Sales,Sales Representative,Life Sciences,Divorced,Travel_Frequently,6413.0,8,2,6.0,No,1,4.0,3,2,5,No
791,28,Female,Sales,Sales Representative,Medical,Married,Travel_Rarely,7306.0,0,0,10.0,No,3,3.0,3,2,3,No
792,31,Male,Sales,Sales Representative,Medical,Divorced,Non-Travel,14952.0,13,9,1.0,No,4,4.0,3,1,4,No
793,50,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2722.0,1,0,6.0,No,4,3.0,3,5,4,Yes
794,32,Male,Sales,Manager,Life Sciences,Single,Non-Travel,6983.0,0,0,3.0,No,4,4.0,3,4,3,No
795,21,Female,Research & Development,Manufacturing Director,Marketing,Single,Travel_Rarely,10490.0,0,0,2.0,No,1,3.0,2,1,1,Yes
796,29,Male,Research & Development,Manufacturing Director,Other,Single,Non-Travel,1000.0,1,0,22.0,No,4,3.0,3,1,2,No
797,33,Male,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,6162.0,3,2,6.0,Yes,4,4.0,2,3,2,No
798,34,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,10852.0,5,3,10.0,No,2,3.0,4,3,0,No
799,29,Female,Sales,Sales Executive,Other,Married,Travel_Rarely,3671.0,1,0,1.0,Yes,4,3.0,3,2,3,Yes
800,40,Female,Human Resources,HR Manager,Other,Married,Travel_Rarely,9692.0,7,6,2.0,Yes,4,3.0,4,0,2,No
801,28,Male,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,6232.0,10,5,3.0,No,3,3.0,3,5,1,Yes
802,36,Female,Sales,Sales Executive,Marketing,Single,Non-Travel,1000.0,1,0,6.0,No,1,1.0,3,3,2,No
803,41,Female,Sales,Manager,Human Resources,Married,Non-Travel,8559.0,14,13,16.0,No,2,4.0,3,2,3,No
804,48,Female,Research & Development,Manufacturing Director,Other,Single,Travel_Rarely,1301.0,3,2,5.0,Yes,4,2.0,3,1,2,No
805,43,Female,Sales,Manager,Marketing,Married,Travel_Rarely,2897.0,3,1,1.0,No,3,2.0,3,2,2,Yes
806,42,Male,Human Resources,Human Resources,Human Resources,Single,Travel_Rarely,1962.0,4,2,30.0,No,4,3.0,3,1,3,Yes
807,27,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Frequently,12568.0,6,3,7.0,No,3,3.0,2,5,3,No
808,35,Female,Research & Development,Research Director,Medical,Single,Travel_Frequently,7306.0,1,0,8.0,Yes,2,3.0,3,2,6,Yes
809,18,Male,Sales,Sales Representative,Marketing,Divorced,Travel_Rarely,13892.0,0,0,1.0,No,4,4.0,3,1,1,No
810,29,Female,Research & Development,Research Director,Technical Degree,Single,Travel_Rarely,6004.0,6,2,9.0,No,3,2.0,3,2,4,Yes
811,39,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,7044.0,0,0,9.0,Yes,2,3.0,2,4,4,Yes
812,41,Male,Human Resources,HR Manager,Medical,Married,Travel_Frequently,2435.0,4,2,5.0,No,4,2.0,3,6,7,Yes
813,27,Female,Sales,Manager,Medical,Divorced,Travel_Frequently,11047.0,1,0,12.0,No,3,4.0,3,4,2,No
814,25,Male,Human Resources,HR Manager,Marketing,Married,Travel_Rarely,10751.0,7,2,11.0,No,4,3.0,3,5,3,No
815,23,Female,Research & Development,Research Director,Human Resources,Divorced,Non-Travel,8380.0,5,3,9.0,No,3,2.0,3,2,2,No
816,47,Male,Sales,Sales Representative,Other,Single,Travel_Frequently,4196.0,2,1,11.0,No,4,2.0,2,2,5,No
817,27,Female,Sales,Sales Executive,Human Resources,Married,Travel_Rarely,6016.0,7,2,6.0,No,1,3.0,3,1,2,No
818,46,Female,Research & Development,Research Scientist,Marketing,Married,Travel_Frequently,5427.0,7,6,5.0,Yes,4,3.0,4,1,1,Yes
819,33,Female,Human Resources,Human Resources,Medical,Married,Travel_Rarely,4265.0,10,3,6.0,Yes,3,2.0,2,1,2,No
820,60,Female,Sales,Sales Representative,Other,Married,Travel_Frequently,6680.0,11,10,4.0,No,2,2.0,4,2,2,No
821,46,Female,Research & Development,Research Scientist,Human Resources,Married,Travel_Rarely,10148.0,2,1,2.0,No,1,2.0,3,1,2,No
822,26,Male,Human Resources,Human Resources,Life Sciences,Divorced,Non-Travel,7306.0,4,3,1.0,No,2,4.0,3,0,4,Yes
