delivery_id,date,rider_id,vehicle_type,zone,time_of_day,weather,traffic_condition,distance_km,shipment_weight_kg,order_volume_parcels,sla_minutes,delivery_time_min,delayed,fuel_cost_inr,delivery_cost_inr,customer_rating
DEL-10259,2026-07-06,RDR-056,Scooter,Zone B - North,Evening (16-21),Clear,Low,9.61,0.72,1,35,24.6,0,16.7,38.7,5.0
DEL-11418,2026-07-06,RDR-039,Motorbike,Zone A - Central,Evening (16-21),Clear,Low,4.61,3.33,2,30,15.9,0,11.08,37.52,5.0
DEL-10148,2026-07-06,RDR-003,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Medium,1.7,1.68,3,35,13.2,0,3.36,30.91,4.8
DEL-10073,2026-07-06,RDR-008,E-Bike,Zone E - West,Evening (16-21),Clear,Medium,6.15,2.21,1,40,16.8,0,3.78,24.6,5.0
DEL-11159,2026-07-06,RDR-048,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,3.64,2.85,4,35,22.8,0,6.67,37.05,5.0
DEL-11354,2026-07-06,RDR-050,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,4.04,1.89,3,30,19.4,0,10.21,33.35,5.0
DEL-10595,2026-07-06,RDR-053,Motorbike,Zone D - East,Evening (16-21),Cloudy,Low,1.49,5.07,1,40,4.5,0,3.13,28.27,5.0
DEL-11049,2026-07-06,RDR-019,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,5.61,1.37,1,30,18.5,0,10.16,40.39,5.0
DEL-11673,2026-07-06,RDR-016,E-Bike,Zone A - Central,Morning (6-11),Clear,Medium,2.82,2.99,1,30,14.4,0,1.53,23.84,4.8
DEL-11397,2026-07-06,RDR-013,Scooter,Zone E - West,Afternoon (11-16),Clear,High,1.67,0.49,1,40,12.8,0,3.26,29.27,5.0
DEL-11614,2026-07-06,RDR-014,Scooter,Zone B - North,Night (21-2),Clear,Low,5.4,1.89,1,35,17.3,0,8.94,35.43,5.0
DEL-11799,2026-07-06,RDR-028,Scooter,Zone C - South,Night (21-2),Clear,Low,4.2,2.27,1,35,14.5,0,7.73,30.63,4.8
DEL-10941,2026-07-06,RDR-020,Motorbike,Zone C - South,Afternoon (11-16),Clear,High,4.18,3.59,1,35,28.8,0,9.77,32.02,4.6
DEL-10044,2026-07-06,RDR-008,Scooter,Zone E - West,Afternoon (11-16),Clear,Medium,7.01,1.83,1,40,30.4,0,11.67,31.11,4.6
DEL-10064,2026-07-06,RDR-026,Scooter,Zone A - Central,Night (21-2),Rain,Low,5.48,0.98,1,30,28.2,0,10.14,32.36,4.4
DEL-11349,2026-07-06,RDR-047,Scooter,Zone A - Central,Night (21-2),Cloudy,High,1.44,2.48,1,30,13.4,0,2.79,29.12,4.9
DEL-11385,2026-07-06,RDR-007,Scooter,Zone E - West,Night (21-2),Clear,Medium,1.75,0.43,1,40,16.5,0,3.27,30.68,5.0
DEL-10554,2026-07-06,RDR-006,E-Bike,Zone A - Central,Afternoon (11-16),Clear,High,5.91,2.19,1,30,33.6,1,3.46,32.39,3.4
DEL-11712,2026-07-06,RDR-038,Motorbike,Zone D - East,Afternoon (11-16),Clear,Low,4.51,0.32,1,40,16.9,0,11.28,33.83,5.0
DEL-11768,2026-07-06,RDR-029,Scooter,Zone A - Central,Night (21-2),Clear,Low,8.53,2.7,1,30,28.0,0,16.15,34.17,5.0
DEL-10562,2026-07-06,RDR-055,Scooter,Zone A - Central,Evening (16-21),Rain,Low,5.44,1.1,1,30,24.9,0,10.39,38.04,5.0
DEL-11545,2026-07-06,RDR-032,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,10.74,4.85,1,30,26.0,0,24.53,45.64,4.6
DEL-10253,2026-07-06,RDR-004,Scooter,Zone D - East,Evening (16-21),Clear,Low,2.76,5.59,1,40,11.3,0,4.58,29.33,5.0
DEL-11176,2026-07-07,RDR-018,Motorbike,Zone D - East,Afternoon (11-16),Rain,High,1.78,2.64,2,40,7.9,0,4.41,30.96,4.7
DEL-11055,2026-07-07,RDR-012,Scooter,Zone E - West,Night (21-2),Cloudy,Low,1.19,2.22,1,40,11.2,0,2.3,21.31,5.0
DEL-11688,2026-07-07,RDR-034,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Medium,5.82,0.53,1,30,18.5,0,12.77,40.66,5.0
DEL-10011,2026-07-07,RDR-046,E-Bike,Zone A - Central,Afternoon (11-16),Clear,High,3.58,1.46,3,30,25.3,0,1.93,27.42,5.0
DEL-11534,2026-07-07,RDR-005,Scooter,Zone A - Central,Afternoon (11-16),Clear,High,1.85,4.69,2,30,14.4,0,3.31,27.48,4.8
DEL-11199,2026-07-07,RDR-015,Scooter,Zone B - North,Evening (16-21),Clear,High,1.94,1.06,1,35,12.3,0,3.39,31.78,4.9
DEL-11279,2026-07-07,RDR-017,Motorbike,Zone D - East,Morning (6-11),Clear,Medium,2.92,0.98,1,40,10.4,0,6.61,32.13,5.0
DEL-10053,2026-07-07,RDR-023,E-Bike,Zone E - West,Evening (16-21),Clear,Medium,3.71,2.97,1,40,16.3,0,2.32,27.55,4.6
DEL-11787,2026-07-07,RDR-049,Motorbike,Zone B - North,Morning (6-11),Cloudy,High,4.7,3.72,1,35,23.5,0,10.99,35.14,4.9
DEL-10572,2026-07-07,RDR-011,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,4.39,3.98,3,35,20.5,0,7.83,35.28,4.9
DEL-10142,2026-07-07,RDR-055,Motorbike,Zone D - East,Evening (16-21),Clear,Low,2.12,0.41,1,40,9.9,0,5.29,28.74,5.0
DEL-10850,2026-07-07,RDR-027,Scooter,Zone C - South,Night (21-2),Rain,Low,4.07,0.9,1,35,28.3,0,6.68,31.16,4.8
DEL-11815,2026-07-07,RDR-034,E-Bike,Zone C - South,Evening (16-21),Clear,Medium,7.37,1.84,1,35,32.4,0,4.22,26.46,4.6
DEL-10533,2026-07-07,RDR-058,Motorbike,Zone A - Central,Evening (16-21),Clear,Low,1.22,0.77,1,30,4.5,0,2.96,29.6,5.0
DEL-10532,2026-07-07,RDR-058,E-Bike,Zone B - North,Evening (16-21),Clear,High,1.73,1.37,1,35,10.9,0,1.09,26.13,4.9
DEL-10937,2026-07-07,RDR-042,E-Bike,Zone C - South,Night (21-2),Clear,High,2.22,1.53,2,35,14.7,0,1.28,25.75,5.0
DEL-10507,2026-07-07,RDR-041,E-Bike,Zone B - North,Evening (16-21),Clear,High,2.07,1.44,1,35,13.9,0,1.16,23.54,5.0
DEL-11874,2026-07-07,RDR-027,Motorbike,Zone A - Central,Evening (16-21),Clear,Medium,3.59,1.37,2,30,17.8,0,8.96,38.86,5.0
DEL-10700,2026-07-07,RDR-014,Motorbike,Zone C - South,Night (21-2),Clear,Medium,1.0,1.53,1,35,4.0,0,2.12,21.75,5.0
DEL-10989,2026-07-07,RDR-026,E-Bike,Zone E - West,Evening (16-21),Cloudy,Low,2.66,0.38,2,40,17.0,0,1.54,30.66,5.0
DEL-11004,2026-07-07,RDR-027,E-Bike,Zone C - South,Evening (16-21),Rain,Medium,2.28,1.98,2,35,13.7,0,1.24,24.71,4.6
DEL-11292,2026-07-07,RDR-006,Motorbike,Zone B - North,Evening (16-21),Clear,Low,2.2,0.95,1,35,12.4,0,5.23,33.64,5.0
DEL-10137,2026-07-08,RDR-006,Motorbike,Zone D - East,Night (21-2),Clear,High,2.04,9.61,2,40,13.7,0,4.25,42.24,4.9
DEL-10284,2026-07-08,RDR-039,Motorbike,Zone A - Central,Evening (16-21),Clear,Low,0.99,3.88,2,30,7.8,0,2.38,30.55,5.0
DEL-10751,2026-07-08,RDR-034,E-Bike,Zone D - East,Morning (6-11),Clear,Medium,3.82,3.07,1,40,26.7,0,2.34,26.6,4.9
DEL-11356,2026-07-08,RDR-025,E-Bike,Zone D - East,Evening (16-21),Clear,High,3.93,1.71,3,40,30.1,0,2.37,22.72,5.0
DEL-11835,2026-07-08,RDR-055,Motorbike,Zone B - North,Morning (6-11),Clear,Medium,6.97,2.95,2,35,25.6,0,17.34,47.66,5.0
DEL-11556,2026-07-08,RDR-051,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,7.55,2.78,1,30,14.5,0,15.97,39.34,4.8
DEL-11434,2026-07-08,RDR-053,Scooter,Zone D - East,Afternoon (11-16),Clear,Low,1.37,3.19,2,40,9.4,0,2.47,29.14,5.0
DEL-11776,2026-07-08,RDR-036,Motorbike,Zone D - East,Evening (16-21),Cloudy,Medium,7.18,2.27,2,40,30.9,0,15.64,32.51,5.0
DEL-11480,2026-07-08,RDR-034,E-Bike,Zone A - Central,Morning (6-11),Cloudy,Medium,4.28,1.28,2,30,25.0,0,2.32,34.9,4.7
DEL-11017,2026-07-08,RDR-048,Motorbike,Zone B - North,Evening (16-21),Clear,Low,3.66,4.23,2,35,15.4,0,8.96,37.92,5.0
DEL-11287,2026-07-08,RDR-020,Scooter,Zone D - East,Evening (16-21),Clear,Low,2.89,2.95,1,40,14.1,0,5.67,27.47,5.0
DEL-10074,2026-07-08,RDR-038,Motorbike,Zone E - West,Evening (16-21),Cloudy,Medium,7.94,1.85,1,40,27.7,0,17.44,41.08,5.0
DEL-11927,2026-07-08,RDR-050,Motorbike,Zone C - South,Night (21-2),Cloudy,High,2.81,3.85,4,35,23.4,0,6.29,32.77,5.0
DEL-11328,2026-07-08,RDR-046,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Low,5.51,3.13,1,30,19.9,0,12.49,43.39,4.7
DEL-10764,2026-07-08,RDR-044,Scooter,Zone A - Central,Morning (6-11),Clear,High,3.3,4.1,3,30,25.0,0,6.25,27.22,5.0
DEL-11107,2026-07-08,RDR-009,Motorbike,Zone A - Central,Evening (16-21),Clear,Low,6.03,0.63,1,30,20.0,0,14.1,36.03,4.8
DEL-10049,2026-07-08,RDR-059,Scooter,Zone A - Central,Morning (6-11),Clear,High,7.03,2.99,2,30,38.2,1,13.04,36.27,3.6
DEL-11911,2026-07-08,RDR-029,E-Bike,Zone A - Central,Night (21-2),Rain,Medium,2.42,1.84,1,30,12.5,0,1.53,27.05,5.0
DEL-10208,2026-07-08,RDR-017,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,2.89,0.69,1,35,18.2,0,5.34,34.01,5.0
DEL-11313,2026-07-08,RDR-042,E-Bike,Zone A - Central,Afternoon (11-16),Rain,Medium,2.96,2.24,2,30,22.9,0,1.65,24.24,4.9
DEL-10782,2026-07-08,RDR-047,Scooter,Zone E - West,Afternoon (11-16),Clear,Medium,6.01,3.65,2,40,31.5,0,11.18,36.79,4.8
DEL-11254,2026-07-08,RDR-026,Motorbike,Zone B - North,Evening (16-21),Rain,Medium,1.99,2.04,1,35,14.6,0,5.0,30.26,4.6
DEL-11924,2026-07-08,RDR-013,Motorbike,Zone E - West,Evening (16-21),Clear,High,2.5,1.17,3,40,12.6,0,5.21,31.34,5.0
DEL-10116,2026-07-09,RDR-053,E-Bike,Zone B - North,Evening (16-21),Rain,Medium,2.08,5.55,1,35,9.9,0,1.2,30.06,5.0
DEL-10271,2026-07-09,RDR-029,E-Bike,Zone B - North,Morning (6-11),Rain,High,3.95,1.55,3,35,36.7,1,2.51,30.29,3.7
DEL-11564,2026-07-09,RDR-025,E-Bike,Zone B - North,Afternoon (11-16),Rain,Medium,6.16,3.15,3,35,38.6,1,4.06,29.38,3.9
DEL-10772,2026-07-09,RDR-031,Scooter,Zone D - East,Evening (16-21),Clear,Medium,2.4,1.32,1,40,14.1,0,4.55,29.15,4.7
DEL-10676,2026-07-09,RDR-003,Scooter,Zone B - North,Morning (6-11),Clear,Medium,2.16,3.73,3,35,16.8,0,4.01,30.57,5.0
DEL-11069,2026-07-09,RDR-058,Scooter,Zone D - East,Morning (6-11),Clear,Low,2.23,1.03,1,40,11.1,0,3.97,22.24,5.0
DEL-11137,2026-07-09,RDR-052,Motorbike,Zone D - East,Afternoon (11-16),Clear,Medium,1.81,1.82,1,40,11.8,0,4.35,26.74,4.9
DEL-11668,2026-07-09,RDR-018,Scooter,Zone A - Central,Evening (16-21),Clear,High,5.46,0.56,2,30,28.3,0,9.4,30.36,5.0
DEL-10191,2026-07-09,RDR-034,E-Bike,Zone E - West,Afternoon (11-16),Rain,Medium,2.0,0.86,2,40,13.6,0,1.18,22.65,4.4
DEL-10210,2026-07-09,RDR-019,Motorbike,Zone D - East,Morning (6-11),Clear,Medium,4.32,0.73,2,40,21.1,0,10.25,39.52,5.0
DEL-11880,2026-07-09,RDR-041,Motorbike,Zone C - South,Afternoon (11-16),Clear,Low,2.38,3.23,1,35,16.4,0,5.82,28.88,5.0
DEL-11311,2026-07-09,RDR-054,E-Bike,Zone C - South,Afternoon (11-16),Clear,Medium,4.21,3.01,2,35,15.6,0,2.44,29.31,5.0
DEL-10494,2026-07-09,RDR-036,Motorbike,Zone C - South,Morning (6-11),Cloudy,High,5.39,1.27,1,35,27.6,0,13.09,36.89,5.0
DEL-10824,2026-07-09,RDR-016,Motorbike,Zone B - North,Night (21-2),Clear,Low,2.0,1.33,1,35,16.9,0,4.36,31.17,5.0
DEL-11326,2026-07-09,RDR-055,Scooter,Zone D - East,Evening (16-21),Clear,Low,2.27,2.06,2,40,12.6,0,3.8,29.86,4.6
DEL-11852,2026-07-10,RDR-014,E-Bike,Zone C - South,Morning (6-11),Rain,High,9.47,1.6,1,35,69.9,1,5.89,30.22,3.8
DEL-11750,2026-07-10,RDR-020,Motorbike,Zone E - West,Afternoon (11-16),Clear,Low,3.34,3.81,1,40,12.3,0,8.45,36.37,4.8
DEL-11906,2026-07-10,RDR-018,E-Bike,Zone C - South,Evening (16-21),Clear,Low,6.73,1.43,2,35,27.7,0,3.7,30.51,4.9
DEL-11957,2026-07-10,RDR-014,Scooter,Zone B - North,Evening (16-21),Clear,High,3.49,1.03,1,35,30.4,0,5.73,31.7,5.0
DEL-11624,2026-07-10,RDR-032,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,2.85,2.74,1,30,15.9,0,4.62,28.6,5.0
DEL-10000,2026-07-10,RDR-055,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,2.93,0.74,1,30,13.7,0,5.2,34.43,5.0
DEL-10690,2026-07-10,RDR-039,Scooter,Zone C - South,Afternoon (11-16),Clear,High,1.24,5.0,1,35,14.2,0,2.06,27.18,5.0
DEL-10654,2026-07-10,RDR-036,Scooter,Zone D - East,Afternoon (11-16),Clear,Low,10.27,1.65,2,40,28.9,0,18.88,49.48,5.0
DEL-10305,2026-07-10,RDR-039,E-Bike,Zone B - North,Morning (6-11),Clear,Medium,2.5,2.1,3,35,16.6,0,1.54,25.57,5.0
DEL-10277,2026-07-10,RDR-027,Motorbike,Zone C - South,Afternoon (11-16),Clear,Medium,6.18,1.88,2,35,21.6,0,13.76,36.44,5.0
DEL-11047,2026-07-10,RDR-046,Scooter,Zone B - North,Evening (16-21),Clear,Low,6.8,1.86,2,35,22.5,0,11.09,35.43,5.0
DEL-10916,2026-07-10,RDR-057,Scooter,Zone D - East,Evening (16-21),Clear,Medium,7.01,3.55,2,40,29.3,0,11.6,39.65,5.0
DEL-10560,2026-07-10,RDR-053,Motorbike,Zone D - East,Morning (6-11),Cloudy,Low,1.36,4.08,1,40,12.3,0,3.3,32.37,5.0
DEL-10731,2026-07-10,RDR-021,E-Bike,Zone B - North,Evening (16-21),Clear,Low,7.37,2.94,1,35,26.8,0,4.5,31.83,4.8
DEL-10994,2026-07-10,RDR-027,Scooter,Zone A - Central,Afternoon (11-16),Clear,High,16.76,2.16,1,30,72.1,1,31.27,54.81,3.2
DEL-10023,2026-07-10,RDR-017,Scooter,Zone A - Central,Afternoon (11-16),Cloudy,Low,3.32,1.3,2,30,8.4,0,6.1,33.32,5.0
DEL-10602,2026-07-10,RDR-044,Scooter,Zone D - East,Night (21-2),Rain,Medium,5.63,1.61,2,40,25.7,0,10.06,39.55,5.0
DEL-11105,2026-07-10,RDR-007,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,4.37,1.05,1,35,18.3,0,8.0,30.97,5.0
DEL-11094,2026-07-10,RDR-043,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,0.93,4.71,1,30,13.7,0,1.57,26.58,5.0
DEL-11574,2026-07-10,RDR-021,Scooter,Zone E - West,Afternoon (11-16),Cloudy,Low,2.26,1.05,2,40,8.9,0,4.07,28.54,4.9
DEL-10491,2026-07-11,RDR-055,Motorbike,Zone A - Central,Morning (6-11),Cloudy,Low,9.05,4.55,3,30,26.7,0,21.37,47.51,5.0
DEL-10238,2026-07-11,RDR-002,Motorbike,Zone A - Central,Evening (16-21),Cloudy,High,3.65,1.02,2,30,20.8,0,8.9,31.41,4.8
DEL-11866,2026-07-11,RDR-027,Scooter,Zone B - North,Afternoon (11-16),Cloudy,Low,1.97,3.18,1,35,11.3,0,3.23,27.58,5.0
DEL-11318,2026-07-11,RDR-048,Scooter,Zone D - East,Evening (16-21),Clear,Medium,1.86,1.34,4,40,17.7,0,3.27,28.13,4.7
DEL-10242,2026-07-11,RDR-041,E-Bike,Zone C - South,Morning (6-11),Cloudy,Medium,4.01,3.25,2,35,26.4,0,2.5,31.02,5.0
DEL-11695,2026-07-11,RDR-033,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,9.89,1.67,2,30,38.4,1,18.6,40.43,3.6
DEL-11739,2026-07-11,RDR-014,Scooter,Zone C - South,Evening (16-21),Clear,Low,3.79,5.54,1,35,11.0,0,6.49,30.9,5.0
DEL-10423,2026-07-11,RDR-008,Motorbike,Zone B - North,Morning (6-11),Cloudy,Low,9.85,1.91,1,35,28.5,0,24.65,48.18,5.0
DEL-11814,2026-07-11,RDR-046,Scooter,Zone A - Central,Night (21-2),Clear,Low,6.82,3.21,1,30,21.1,0,11.4,34.39,4.9
DEL-11896,2026-07-11,RDR-042,Motorbike,Zone A - Central,Evening (16-21),Rain,Medium,2.56,1.08,2,30,18.2,0,5.43,39.37,4.5
DEL-11560,2026-07-11,RDR-009,Scooter,Zone B - North,Evening (16-21),Clear,Medium,1.26,1.83,1,35,9.8,0,2.48,24.9,5.0
DEL-10714,2026-07-11,RDR-047,Scooter,Zone A - Central,Night (21-2),Clear,High,3.06,1.65,1,30,25.0,0,5.0,29.13,5.0
DEL-11812,2026-07-11,RDR-010,Scooter,Zone A - Central,Afternoon (11-16),Cloudy,Low,2.19,1.26,2,30,9.4,0,3.6,28.08,5.0
DEL-10428,2026-07-11,RDR-041,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,5.4,1.63,1,35,15.1,0,10.67,34.45,5.0
DEL-11632,2026-07-11,RDR-012,Motorbike,Zone B - North,Morning (6-11),Clear,Medium,5.54,0.82,1,35,25.3,0,12.06,34.55,4.8
DEL-11515,2026-07-11,RDR-053,Scooter,Zone E - West,Morning (6-11),Cloudy,High,1.18,0.94,2,40,8.9,0,1.96,26.84,5.0
DEL-10762,2026-07-11,RDR-033,Scooter,Zone C - South,Evening (16-21),Cloudy,Low,4.32,3.0,1,35,15.9,0,8.07,32.59,4.9
DEL-11008,2026-07-11,RDR-038,Scooter,Zone D - East,Afternoon (11-16),Clear,Low,7.78,2.36,1,40,24.5,0,13.14,39.93,5.0
DEL-11656,2026-07-12,RDR-005,Motorbike,Zone B - North,Night (21-2),Cloudy,Medium,6.91,1.72,3,35,24.5,0,17.43,39.71,5.0
DEL-11043,2026-07-12,RDR-054,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Low,2.99,5.63,2,35,9.0,0,6.5,35.24,5.0
DEL-10995,2026-07-12,RDR-038,Scooter,Zone E - West,Evening (16-21),Rain,Medium,4.78,2.21,1,40,26.2,0,9.29,32.57,4.6
DEL-11312,2026-07-12,RDR-060,Motorbike,Zone D - East,Evening (16-21),Rain,Medium,2.46,1.31,1,40,12.7,0,5.29,27.07,4.6
DEL-10516,2026-07-12,RDR-005,Scooter,Zone A - Central,Night (21-2),Clear,High,4.79,1.46,1,30,31.2,1,9.27,29.63,3.2
DEL-11846,2026-07-12,RDR-058,Scooter,Zone E - West,Evening (16-21),Clear,High,2.17,1.24,1,40,15.2,0,3.83,28.02,5.0
DEL-10500,2026-07-12,RDR-001,Motorbike,Zone D - East,Afternoon (11-16),Clear,Low,4.35,2.11,1,40,15.2,0,10.51,35.52,5.0
DEL-10184,2026-07-12,RDR-049,Scooter,Zone C - South,Afternoon (11-16),Clear,Low,1.33,3.57,3,35,16.8,0,2.55,32.74,5.0
DEL-10172,2026-07-12,RDR-039,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Low,15.08,1.53,2,30,39.7,1,36.22,62.47,4.5
DEL-11329,2026-07-12,RDR-025,Motorbike,Zone D - East,Evening (16-21),Clear,Medium,7.89,2.96,1,40,21.2,0,19.91,45.81,4.5
DEL-11752,2026-07-12,RDR-050,Scooter,Zone B - North,Afternoon (11-16),Clear,Low,7.18,1.79,4,35,28.7,0,13.44,34.71,4.7
DEL-10168,2026-07-12,RDR-051,Scooter,Zone D - East,Afternoon (11-16),Clear,Low,1.21,1.01,1,40,6.0,0,2.01,28.18,5.0
DEL-11317,2026-07-12,RDR-014,Motorbike,Zone A - Central,Afternoon (11-16),Rain,Medium,2.58,1.48,2,30,15.6,0,6.43,28.37,4.4
DEL-11570,2026-07-12,RDR-038,Motorbike,Zone B - North,Afternoon (11-16),Rain,Medium,9.9,1.68,1,35,47.3,1,22.88,51.58,4.0
DEL-11562,2026-07-12,RDR-026,Motorbike,Zone A - Central,Evening (16-21),Clear,Low,1.64,0.66,4,30,4.0,0,3.5,30.78,5.0
DEL-11437,2026-07-12,RDR-053,Motorbike,Zone C - South,Afternoon (11-16),Cloudy,Low,6.98,1.01,1,35,19.3,0,14.63,44.94,5.0
DEL-10091,2026-07-12,RDR-004,Motorbike,Zone E - West,Afternoon (11-16),Clear,High,3.28,0.91,2,40,23.9,0,8.07,31.59,4.9
DEL-10776,2026-07-12,RDR-022,Scooter,Zone A - Central,Night (21-2),Clear,Medium,2.96,1.3,4,30,10.3,0,5.49,30.27,4.7
DEL-11456,2026-07-12,RDR-026,Motorbike,Zone C - South,Afternoon (11-16),Clear,Medium,1.83,1.57,3,35,13.8,0,4.63,28.2,4.9
DEL-11422,2026-07-12,RDR-057,Scooter,Zone D - East,Evening (16-21),Rain,Medium,7.14,3.3,1,40,29.9,0,13.92,36.81,4.7
DEL-10781,2026-07-12,RDR-041,Motorbike,Zone E - West,Night (21-2),Clear,Medium,2.06,1.35,4,40,7.7,0,5.19,32.23,4.9
DEL-10844,2026-07-13,RDR-032,Scooter,Zone C - South,Morning (6-11),Clear,High,3.51,2.57,1,35,20.2,0,5.77,31.1,5.0
DEL-10918,2026-07-13,RDR-033,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Medium,7.71,2.9,1,35,29.3,0,19.05,42.18,4.9
DEL-11258,2026-07-13,RDR-053,Scooter,Zone B - North,Evening (16-21),Clear,Medium,4.7,2.23,3,35,25.0,0,9.04,30.56,4.5
DEL-10149,2026-07-13,RDR-047,Scooter,Zone D - East,Afternoon (11-16),Cloudy,High,2.09,1.25,2,40,21.9,0,3.48,26.97,5.0
DEL-10943,2026-07-13,RDR-037,E-Bike,Zone D - East,Night (21-2),Clear,Low,4.4,1.51,4,40,16.1,0,2.46,27.33,4.7
DEL-11469,2026-07-13,RDR-048,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Medium,1.63,1.19,1,30,9.9,0,3.88,21.62,4.8
DEL-11483,2026-07-13,RDR-009,Scooter,Zone E - West,Evening (16-21),Cloudy,Medium,2.56,0.79,1,40,6.8,0,5.03,28.11,4.9
DEL-10068,2026-07-13,RDR-005,Scooter,Zone A - Central,Afternoon (11-16),Cloudy,Low,5.71,1.24,3,30,15.8,0,10.69,37.7,5.0
DEL-11729,2026-07-13,RDR-018,Motorbike,Zone C - South,Morning (6-11),Rain,Medium,3.3,1.9,1,35,18.3,0,8.17,32.4,4.7
DEL-11514,2026-07-13,RDR-026,Scooter,Zone E - West,Evening (16-21),Clear,Medium,2.34,1.23,1,40,10.5,0,4.24,29.16,4.7
DEL-11802,2026-07-13,RDR-025,Scooter,Zone D - East,Morning (6-11),Clear,High,13.21,2.03,1,40,62.6,1,21.7,53.08,3.5
DEL-11903,2026-07-13,RDR-023,Scooter,Zone A - Central,Evening (16-21),Clear,High,10.28,2.76,3,30,41.5,1,19.09,43.52,3.9
DEL-10691,2026-07-13,RDR-035,Scooter,Zone C - South,Evening (16-21),Clear,Low,2.96,0.5,1,35,12.1,0,5.81,31.46,4.5
DEL-11697,2026-07-13,RDR-049,Scooter,Zone D - East,Evening (16-21),Clear,Medium,1.06,2.16,1,40,7.7,0,1.75,25.36,5.0
DEL-11114,2026-07-13,RDR-044,Motorbike,Zone A - Central,Afternoon (11-16),Clear,Medium,5.49,1.83,1,30,17.4,0,12.65,31.96,5.0
DEL-10480,2026-07-13,RDR-042,Motorbike,Zone A - Central,Morning (6-11),Clear,Medium,8.0,1.23,2,30,24.4,0,17.5,40.97,4.9
DEL-10566,2026-07-13,RDR-028,Scooter,Zone A - Central,Night (21-2),Clear,Medium,1.9,2.54,1,30,7.6,0,3.44,27.6,5.0
DEL-11102,2026-07-13,RDR-031,E-Bike,Zone E - West,Afternoon (11-16),Clear,High,3.87,1.7,1,40,24.0,0,2.31,30.27,4.9
DEL-11414,2026-07-13,RDR-019,Motorbike,Zone D - East,Afternoon (11-16),Clear,Medium,5.62,2.61,1,40,23.2,0,11.65,43.81,5.0
DEL-10839,2026-07-13,RDR-039,Motorbike,Zone B - North,Morning (6-11),Clear,High,1.77,2.58,1,35,7.8,0,3.69,34.72,5.0
DEL-11301,2026-07-13,RDR-017,E-Bike,Zone E - West,Afternoon (11-16),Clear,Medium,15.36,2.67,1,40,56.7,1,9.88,35.66,4.7
DEL-10840,2026-07-13,RDR-016,Scooter,Zone B - North,Evening (16-21),Rain,High,4.08,3.44,4,35,30.6,0,6.85,29.05,4.4
DEL-11767,2026-07-13,RDR-032,Motorbike,Zone B - North,Evening (16-21),Clear,Medium,11.64,1.75,1,35,39.7,1,29.04,53.86,3.6
DEL-11763,2026-07-13,RDR-003,Motorbike,Zone B - North,Night (21-2),Clear,Medium,3.27,2.48,1,35,15.2,0,7.66,32.59,5.0
DEL-10931,2026-07-14,RDR-042,E-Bike,Zone D - East,Afternoon (11-16),Clear,Low,3.98,4.25,1,40,15.1,0,2.36,24.45,4.8
DEL-10823,2026-07-14,RDR-045,Scooter,Zone A - Central,Morning (6-11),Clear,High,6.62,5.13,3,30,29.0,0,11.33,34.58,4.7
DEL-10193,2026-07-14,RDR-013,Motorbike,Zone C - South,Morning (6-11),Cloudy,High,2.7,0.51,1,35,14.9,0,6.69,32.84,5.0
DEL-11203,2026-07-14,RDR-002,Scooter,Zone E - West,Afternoon (11-16),Cloudy,Low,3.59,3.04,1,40,15.8,0,6.18,28.88,5.0
DEL-10767,2026-07-14,RDR-051,E-Bike,Zone A - Central,Morning (6-11),Clear,Low,3.8,4.47,2,30,16.1,0,2.49,27.09,4.7
DEL-11220,2026-07-14,RDR-057,E-Bike,Zone C - South,Morning (6-11),Clear,High,4.79,3.9,2,35,30.3,0,2.63,23.06,5.0
DEL-11426,2026-07-14,RDR-010,Scooter,Zone C - South,Afternoon (11-16),Rain,Low,1.53,4.15,1,35,11.1,0,2.79,29.99,4.7
DEL-11519,2026-07-14,RDR-011,E-Bike,Zone A - Central,Afternoon (11-16),Cloudy,Low,2.47,3.1,1,30,14.3,0,1.54,29.25,5.0
DEL-11862,2026-07-14,RDR-040,Scooter,Zone B - North,Night (21-2),Clear,Low,1.5,3.97,1,35,15.3,0,2.94,26.71,5.0
DEL-11136,2026-07-14,RDR-030,E-Bike,Zone D - East,Evening (16-21),Clear,High,6.54,1.98,3,40,44.8,1,4.26,30.89,3.5
